Month,PR Number,Order Date,Vendor,Product Name,Variant,SKU Suffix,SKU,Qty
"June 2026","PR-0074","2026-06-03","Smarty Pet","Aurora Litter Den – Clean, Comfy & Private Litter Space for Cats","Default Title","LITTERDEN","TH-087-LITTERDEN",3
"June 2026","PR-0072","2026-06-05","Scoobe Pets Products","Ave Walk Harness Set | All-Day Comfort Walk Set with Leash & Collar","Avocado × L","AVEHARNESSSET-L-AVOCADO","ST-016-AVEHARNESSSET-L-AVOCADO",3
"June 2026","PR-0072","2026-06-05","Scoobe Pets Products","Ave Walk Harness Set | All-Day Comfort Walk Set with Leash & Collar","Avocado × M","AVEHARNESSSET-M-AVOCADO","ST-016-AVEHARNESSSET-M-AVOCADO",3
"June 2026","PR-0072","2026-06-05","Scoobe Pets Products","Ave Walk Harness Set | All-Day Comfort Walk Set with Leash & Collar","Avocado × S","AVEHARNESSSET-S-AVOCADO","ST-016-AVEHARNESSSET-S-AVOCADO",3
"June 2026","PR-0072","2026-06-05","Scoobe Pets Products","Ave Walk Harness Set | All-Day Comfort Walk Set with Leash & Collar","Avocado × XL","AVEHARNESSSET-XL-AVOCADO","ST-016-AVEHARNESSSET-XL-AVOCADO",3
"June 2026","PR-0123","2026-06-25","Scoobe Pets Products","BLOOMI Harness – Cotton Floral Vest Harness for Small Pets","Yellow × S","BLOOMIHARNESS-S-YELLOW","TH-356-BLOOMIHARNESS-S-YELLOW",4
"June 2026","PR-0104","2026-06-22","Scoobe Pets Products","BLOOMI Harness – Cotton Floral Vest Harness for Small Pets","Yellow × S","BLOOMIHARNESS-S-YELLOW","TH-356-BLOOMIHARNESS-S-YELLOW",2
"June 2026","PR-0084","2026-06-12","Kanha Enterprises","Bopp Tapp","Default Title","TempBopptape 123","TempBopptape 123",2
"June 2026","PR-0084","2026-06-12","Kanha Enterprises","Bubble Roll","Default Title","Tempbubbleroll 123","Tempbubbleroll 123",10
"June 2026","PR-0070","2026-06-03","Big Time Enterprises","CasaFrolic Playpen | Foldable Pet Enclosure | Safe, Portable & Breathable","Default Title","PLAYPEN","TH-052-PLAYPEN",5
"June 2026","PR-0111","2026-06-27","Smarty Pet","Cat house wooden","Default Title","CATHOUSEWOODDEN","TH-300620262-CATHOUSEWOODDEN",1
"June 2026","PR-0099","2026-06-22","Smarty Pet","Cloud Quilted Mat– Quilted Crate & Floor Comfort Bed for Small & Medium Pets","Default Title","CLOUDMAT","TH-334-CLOUDMAT",10
"June 2026","PR-0072","2026-06-05","Scoobe Pets Products","CrabDash Toy | Motion-Driven Play for Energetic Indoor Pets","Default Title","CRABDASH TOY","TH-284-CRABDASH TOY",10
"June 2026","PR-0109","2026-06-29","M/S Zorba International","DrizzleCape – Waterproof Dog Raincoat | Fits All Breeds | Comfortable & Weather-Ready","L","CAPE-L","TH-058-CAPE-L",10
"June 2026","PR-0109","2026-06-29","M/S Zorba International","DrizzleCape – Waterproof Dog Raincoat | Fits All Breeds | Comfortable & Weather-Ready","M","CAPE-M","TH-058-CAPE-M",10
"June 2026","PR-0109","2026-06-29","M/S Zorba International","DrizzleCape – Waterproof Dog Raincoat | Fits All Breeds | Comfortable & Weather-Ready","S","CAPE-S","TH-058-CAPE-S",10
"June 2026","PR-0109","2026-06-29","M/S Zorba International","DrizzleCape – Waterproof Dog Raincoat | Fits All Breeds | Comfortable & Weather-Ready","XL","CAPE-XL","TH-058-CAPE-XL",15
"June 2026","PR-0109","2026-06-29","M/S Zorba International","DrizzleCape – Waterproof Dog Raincoat | Fits All Breeds | Comfortable & Weather-Ready","XS","CAPE-XS","TH-058-CAPE-XS",10
"June 2026","PR-0109","2026-06-29","M/S Zorba International","DrizzleCape – Waterproof Dog Raincoat | Fits All Breeds | Comfortable & Weather-Ready","XXL","CAPE-XXL","TH-058-CAPE-XXL",15
"June 2026","PR-0109","2026-06-29","M/S Zorba International","DrizzleCape – Waterproof Dog Raincoat | Fits All Breeds | Comfortable & Weather-Ready","XXXL","CAPE-XXXL","TH-058-CAPE-XXXL",15
"June 2026","PR-0079","2026-06-10","M/S Zorba International","DrizzleCape – Waterproof Dog Raincoat | Fits All Breeds | Comfortable & Weather-Ready","L","CAPE-L","TH-058-CAPE-L",5
"June 2026","PR-0079","2026-06-10","M/S Zorba International","DrizzleCape – Waterproof Dog Raincoat | Fits All Breeds | Comfortable & Weather-Ready","M","CAPE-M","TH-058-CAPE-M",3
"June 2026","PR-0079","2026-06-10","M/S Zorba International","DrizzleCape – Waterproof Dog Raincoat | Fits All Breeds | Comfortable & Weather-Ready","S","CAPE-S","TH-058-CAPE-S",5
"June 2026","PR-0079","2026-06-10","M/S Zorba International","DrizzleCape – Waterproof Dog Raincoat | Fits All Breeds | Comfortable & Weather-Ready","XL","CAPE-XL","TH-058-CAPE-XL",5
"June 2026","PR-0079","2026-06-10","M/S Zorba International","DrizzleCape – Waterproof Dog Raincoat | Fits All Breeds | Comfortable & Weather-Ready","XS","CAPE-XS","TH-058-CAPE-XS",5
"June 2026","PR-0079","2026-06-10","M/S Zorba International","DrizzleCape – Waterproof Dog Raincoat | Fits All Breeds | Comfortable & Weather-Ready","XXL","CAPE-XXL","TH-058-CAPE-XXL",5
"June 2026","PR-0100","2026-06-20","Kaur Fashion Universe","DuckDash Treat Toy – Puzzle Treat Dispenser for Dogs & Cats with Press-To-Release Handle, Treat Window & Interchangeable Lids","Default Title","DUCKTOY","TH-385-DUCKTOY",100
"June 2026","PR-0096","2026-06-19","Kaur Fashion Universe","DuckDash Treat Toy – Puzzle Treat Dispenser for Dogs & Cats with Press-To-Release Handle, Treat Window & Interchangeable Lids","Default Title","DUCKTOY","TH-385-DUCKTOY",100
"June 2026","PR-0088","2026-06-16","Tech Electrical & E-Commerce Ventures","DuckDash Treat Toy – Puzzle Treat Dispenser for Dogs & Cats with Press-To-Release Handle, Treat Window & Interchangeable Lids","Default Title","DUCKTOY","TH-385-DUCKTOY",30
"June 2026","PR-0103","2026-06-26","Big Time Enterprises","FeedSync | Pre-Portioned Auto Feeder | Keeps Mealtimes On Track","Default Title","FEEDSYNC","TH-082-FEEDSYNC",2
"June 2026","PR-0072","2026-06-05","Scoobe Pets Products","FeedSync Pro | Smart Automatic Pet Feeder | Precise, Reliable & Stress-Free Mealtime Control","Default Title","FEEDSYNC","TH-082-FEEDSYNC",6
"June 2026","PR-0112","2026-06-29","Rozzby","FetchNova UFO Ball | Bounce-Spin Toy | Smart Play for Active Dogs","Green","UFOBALL-1","TH-198-UFOBALL-1",30
"June 2026","PR-0112","2026-06-29","Rozzby","FetchNova UFO Ball | Bounce-Spin Toy | Smart Play for Active Dogs","Pink","UFOBALL-2","TH-198-UFOBALL-2",30
"June 2026","PR-0112","2026-06-29","Rozzby","FetchNova UFO Ball | Bounce-Spin Toy | Smart Play for Active Dogs","Blue","UFOBALL-3","TH-198-UFOBALL-3",30
"June 2026","PR-0112","2026-06-29","Rozzby","FetchNova UFO Ball | Bounce-Spin Toy | Smart Play for Active Dogs","Red","UFOBALL-4","TH-198-UFOBALL-4",30
"June 2026","PR-0075","2026-06-09","Scoobe Pets Products","FetchNova UFO Ball | Bounce-Spin Toy | Smart Play for Active Dogs","Blue","UFOBALL-3","TH-198-UFOBALL-3",50
"June 2026","PR-0075","2026-06-09","Scoobe Pets Products","FetchNova UFO Ball | Bounce-Spin Toy | Smart Play for Active Dogs","Red","UFOBALL-4","TH-198-UFOBALL-4",50
"June 2026","PR-0074","2026-06-03","Smarty Pet","Furease Glove - Tilting Heads","Default Title","FURGLO","TH-009-FURGLO",5
"June 2026","PR-0067","2026-06-03","Kara Creations","FurSplash Glove – 2-in-1 Bathing Glove & Shower Scrubber | Includes Tick & Flea Shampoo","Default Title","SPLASH","TH-059-SPLASH",10
"June 2026","PR-0074","2026-06-03","Smarty Pet","GroomEase Glove - Tilting Heads","Default Title","GREAGLO","TH-044-GREAGLO",5
"June 2026","PR-0098","2026-06-20","Smarty Pet","Halo Pet Carrier Bag - Breathable Ventilation, Lightweight Travel Carrier for Small Dogs & Cats| Comfortable & Secure Transport| Upto 7 kgs","Default Title","HALOCARRIER","TH-102-HALOCARRIER",5
"June 2026","PR-0115","2026-06-26","Frendever textiles","Indigo Tent House","L","INDIGOTENTHOUSE-L","TH-407-INDIGOTENTHOUSE-L",6
"June 2026","PR-0115","2026-06-26","Frendever textiles","Indigo Tent House","S","INDIGOTENTHOUSE-S","TH-407-INDIGOTENTHOUSE-S",6
"June 2026","PR-0078","2026-06-12","Pupscribe Enterprises Pvt Ltd","Ironclad Harness | Escape-Proof Comfort | Night-Visible Safety","L","IRONCLADHARNESS-L","TH-181-IRONCLADHARNESS-L",2
"June 2026","PR-0078","2026-06-12","Pupscribe Enterprises Pvt Ltd","Ironclad Harness | Escape-Proof Comfort | Night-Visible Safety","M","IRONCLADHARNESS-M","TH-181-IRONCLADHARNESS-M",2
"June 2026","PR-0078","2026-06-12","Pupscribe Enterprises Pvt Ltd","Ironclad Harness | Escape-Proof Comfort | Night-Visible Safety","XL","IRONCLADHARNESS-XL","TH-181-IRONCLADHARNESS -XL",2
"June 2026","PR-0076","2026-06-11","Smarty Pet","JerHigh Carrot Stick Dog Treat with Real Chicken Meat 70gm","Default Title","CARROT","TH-298-CARROT",15
"June 2026","PR-0090","2026-06-09","PawsSamrat Pet Products","JerHigh Strawberry Stick Dog Treats with Real Chicken Meat 70gm","Pack of 1 (1x70gm)","BERRY-P1","TH-299-BERRY-P1",12
"June 2026","PR-0111","2026-06-27","Smarty Pet","K9 Harness | Controlled Grip | Tactical Gear For Dogs","Black × M","K9HARNESS-BL-M","TH-103-K9HARNESS-BL-M",3
"June 2026","PR-0111","2026-06-27","Smarty Pet","K9 Harness | Controlled Grip | Tactical Gear For Dogs","Black × XL","K9HARNESS-BL-XL","TH-103-K9HARNESS-BL-XL",3
"June 2026","PR-0111","2026-06-27","Smarty Pet","K9 Harness | Controlled Grip | Tactical Gear For Dogs","Brown × L","K9HARNESS-BR-L","TH-103-K9HARNESS-BR-L",5
"June 2026","PR-0111","2026-06-27","Smarty Pet","K9 Harness | Controlled Grip | Tactical Gear For Dogs","Brown × M","K9HARNESS-BR-M","TH-103-K9HARNESS-BR-M",3
"June 2026","PR-0111","2026-06-27","Smarty Pet","K9 Harness | Controlled Grip | Tactical Gear For Dogs","Brown × XL","K9HARNESS-BR-XL","TH-103-K9HARNESS-BR-XL",1
"June 2026","PR-0111","2026-06-27","Smarty Pet","Lint remover reusable","Default Title","LINTREMOVERREUSABLE","TH-30062026-LINTREMOVERREUSABLE",1
"June 2026","PR-0072","2026-06-05","Scoobe Pets Products","LoopBrush","Default Title","TEMP123Green","TEMP123Green",5
"June 2026","PR-0107","2026-06-27","Nimsay Exports Private Limited","Meow Den","Default Title","MEOWDEN","TH-401-MEOWDEN",25
"June 2026","PR-0076","2026-06-11","Smarty Pet","Mysa Tilt Bowl – Tilted Ceramic Feeding Bowl for Cats","Default Title","MYSABOWL","TBC-011-MYSABOWL",2
"June 2026","PR-0085","2026-06-15","Vedimatic Gram Udyog","Paw Balm - Triple Butter Formula for Dogs & Cats | Lick Safe Paw Balm for Cracked & Dry Paws and Nose | Heals, Repairs & Moisturizes Paws, Elbows & Dry Itchy Nose (50 gms)","Default Title","PAWBALM","TH-110-PAWBALM",200
"June 2026","PR-0092","2026-06-11","Luxepack India Private Limited","Paw balm jars","Default Title","PAWBALMJARS","TH-18062026-PAWBALMJARS",200
"June 2026","PR-0093","2026-06-18","HI-Tech Enterprises","Paw Balm Sticker","Default Title","tempbalm1234","tempbalm1234",280
"June 2026","PR-0111","2026-06-27","Smarty Pet","PawTech Cleaner– Electric Pet Paw Cleaning Device with Tilting Heads Paw Cleanser 500ml","Blue","PAWTECH-BLUE","TH-336-PAWTECH-BLUE",105
"June 2026","PR-0111","2026-06-27","Smarty Pet","PawTech Cleaner– Electric Pet Paw Cleaning Device with Tilting Heads Paw Cleanser 500ml","Gray","PAWTECH-GRAY","TH-336-PAWTECH-GRAY",105
"June 2026","PR-0087","2026-06-16","Ocean Wave Enterprises","Pawveralls Suspender Boots For Dogs | Secure, Flexible & Weather-Ready | For Daily Walks & Outdoor Adventures| All-Terrain","Blue × 2XL","SUSPENDER-2XL-BLUE","TH-383-SUSPENDER-2XL-BLUE",20
"June 2026","PR-0087","2026-06-16","Ocean Wave Enterprises","Pawveralls Suspender Boots For Dogs | Secure, Flexible & Weather-Ready | For Daily Walks & Outdoor Adventures| All-Terrain","Maroon × 2XL","SUSPENDER-2XL-MAROON","TH-383-SUSPENDER-2XL-MAROON",20
"June 2026","PR-0087","2026-06-16","Ocean Wave Enterprises","Pawveralls Suspender Boots For Dogs | Secure, Flexible & Weather-Ready | For Daily Walks & Outdoor Adventures| All-Terrain","Blue × 3XL","SUSPENDER-3XL-BLUE","TH-383-SUSPENDER-3XL-BLUE",20
"June 2026","PR-0087","2026-06-16","Ocean Wave Enterprises","Pawveralls Suspender Boots For Dogs | Secure, Flexible & Weather-Ready | For Daily Walks & Outdoor Adventures| All-Terrain","Maroon × 3XL","SUSPENDER-3XL-MAROON","TH-383-SUSPENDER-3XL-MAROON",20
"June 2026","PR-0087","2026-06-16","Ocean Wave Enterprises","Pawveralls Suspender Boots For Dogs | Secure, Flexible & Weather-Ready | For Daily Walks & Outdoor Adventures| All-Terrain","Blue × 4XL","SUSPENDER-4XL-BLUE","TH-383-SUSPENDER-4XL-BLUE",20
"June 2026","PR-0087","2026-06-16","Ocean Wave Enterprises","Pawveralls Suspender Boots For Dogs | Secure, Flexible & Weather-Ready | For Daily Walks & Outdoor Adventures| All-Terrain","Maroon × 4XL","SUSPENDER-4XL-MAROON","TH-383-SUSPENDER-4XL-MAROON",20
"June 2026","PR-0087","2026-06-16","Ocean Wave Enterprises","Pawveralls Suspender Boots For Dogs | Secure, Flexible & Weather-Ready | For Daily Walks & Outdoor Adventures| All-Terrain","Blue × 5XL","SUSPENDER-5XL-BLUE","TH-383-SUSPENDER-5XL-BLUE",20
"June 2026","PR-0087","2026-06-16","Ocean Wave Enterprises","Pawveralls Suspender Boots For Dogs | Secure, Flexible & Weather-Ready | For Daily Walks & Outdoor Adventures| All-Terrain","Maroon × 5XL","SUSPENDER-5XL-MAROON","TH-383-SUSPENDER-5XL-MAROON",20
"June 2026","PR-0087","2026-06-16","Ocean Wave Enterprises","Pawveralls Suspender Boots For Dogs | Secure, Flexible & Weather-Ready | For Daily Walks & Outdoor Adventures| All-Terrain","Blue × L","SUSPENDER-L-BLUE","TH-383-SUSPENDER-L-BLUE",20
"June 2026","PR-0087","2026-06-16","Ocean Wave Enterprises","Pawveralls Suspender Boots For Dogs | Secure, Flexible & Weather-Ready | For Daily Walks & Outdoor Adventures| All-Terrain","Maroon × L","SUSPENDER-L-MAROON","TH-383-SUSPENDER-L-MAROON",20
"June 2026","PR-0087","2026-06-16","Ocean Wave Enterprises","Pawveralls Suspender Boots For Dogs | Secure, Flexible & Weather-Ready | For Daily Walks & Outdoor Adventures| All-Terrain","Blue × M","SUSPENDER-M-BLUE","TH-383-SUSPENDER-M-BLUE",20
"June 2026","PR-0087","2026-06-16","Ocean Wave Enterprises","Pawveralls Suspender Boots For Dogs | Secure, Flexible & Weather-Ready | For Daily Walks & Outdoor Adventures| All-Terrain","Maroon × M","SUSPENDER-M-MAROON","TH-383-SUSPENDER-M-MAROON",20
"June 2026","PR-0087","2026-06-16","Ocean Wave Enterprises","Pawveralls Suspender Boots For Dogs | Secure, Flexible & Weather-Ready | For Daily Walks & Outdoor Adventures| All-Terrain","Blue × S","SUSPENDER-S-BLUE","TH-383-SUSPENDER-S-BLUE",20
"June 2026","PR-0087","2026-06-16","Ocean Wave Enterprises","Pawveralls Suspender Boots For Dogs | Secure, Flexible & Weather-Ready | For Daily Walks & Outdoor Adventures| All-Terrain","Maroon × S","SUSPENDER-S-MAROON","TH-383-SUSPENDER-S-MAROON",20
"June 2026","PR-0087","2026-06-16","Ocean Wave Enterprises","Pawveralls Suspender Boots For Dogs | Secure, Flexible & Weather-Ready | For Daily Walks & Outdoor Adventures| All-Terrain","Blue × XL","SUSPENDER-XL-BLUE","TH-383-SUSPENDER-XL-BLUE",20
"June 2026","PR-0087","2026-06-16","Ocean Wave Enterprises","Pawveralls Suspender Boots For Dogs | Secure, Flexible & Weather-Ready | For Daily Walks & Outdoor Adventures| All-Terrain","Maroon × XL","SUSPENDER-XL-MAROON","TH-383-SUSPENDER-XL-MAROON",20
"June 2026","PR-0087","2026-06-16","Ocean Wave Enterprises","Pawveralls Suspender Boots For Dogs | Secure, Flexible & Weather-Ready | For Daily Walks & Outdoor Adventures| All-Terrain","Blue × XS","SUSPENDER-XS-BLUE","TH-383-SUSPENDER-XS-BLUE",20
"June 2026","PR-0087","2026-06-16","Ocean Wave Enterprises","Pawveralls Suspender Boots For Dogs | Secure, Flexible & Weather-Ready | For Daily Walks & Outdoor Adventures| All-Terrain","Maroon × XS","SUSPENDER-XS-MAROON","TH-383-SUSPENDER-XS-MAROON",20
"June 2026","PR-0074","2026-06-03","Smarty Pet","Pet Leg Supporter | Gentle Lift & Mobility Support for Dogs","XL","PETLEGSUPPORTER-XL","TH-292-PETLEGSUPPORTER-XL",3
"June 2026","PR-0084","2026-06-12","Kanha Enterprises","Plain Polybag (B)","Default Title","Temppolybag 1234","Temppolybag 1234",42
"June 2026","PR-0084","2026-06-12","Kanha Enterprises","Plain Polybag (S)","Default Title","Temppolybag 123","Temppolybag 123",40
"June 2026","PR-0115","2026-06-26","Frendever textiles","PocketPup Tote Bag - Travel Ready Breathable Tote for Small Pets up to 6.5 kg","Green","TOTE-G","TH-054-TOTE-G",30
"June 2026","PR-0123","2026-06-25","Scoobe Pets Products","PoopScoop Buddy – Smarter Cleanups for Everyday Walks","Default Title","SCOOP","ST-022-SCOOP",10
"June 2026","PR-0104","2026-06-22","Scoobe Pets Products","PoopScoop Buddy – Smarter Cleanups for Everyday Walks","Default Title","SCOOP","ST-022-SCOOP",10
"June 2026","PR-0067","2026-06-03","Kara Creations","PupLennon Shades for Pets – Stylish UV Protection Sunglasses","Default Title","LENNONSHADES","TH-140-LENNONSHADES",10
"June 2026","PR-0071","2026-06-04","Ocean Wave Enterprises","Rover Raincoat – Waterproof Dog Raincoat with Hood, Reflective Strip, Leash Opening & 3-Point Velcro for Monsoon Walks","Orange × 2XL","ROVERAINCOAT-OR-2XL","ST-036-ROVERAINCOAT-OR-2XL",20
"June 2026","PR-0071","2026-06-04","Ocean Wave Enterprises","Rover Raincoat – Waterproof Dog Raincoat with Hood, Reflective Strip, Leash Opening & 3-Point Velcro for Monsoon Walks","Orange × 3XL","ROVERAINCOAT-OR-3XL","ST-036-ROVERAINCOAT-OR-3XL",20
"June 2026","PR-0071","2026-06-04","Ocean Wave Enterprises","Rover Raincoat – Waterproof Dog Raincoat with Hood, Reflective Strip, Leash Opening & 3-Point Velcro for Monsoon Walks","Orange × 5XL","ROVERAINCOAT-OR-5XL","ST-036-ROVERAINCOAT-OR-5XL",20
"June 2026","PR-0071","2026-06-04","Ocean Wave Enterprises","Rover Raincoat – Waterproof Dog Raincoat with Hood, Reflective Strip, Leash Opening & 3-Point Velcro for Monsoon Walks","Orange × L","ROVERAINCOAT-OR-L","ST-036-ROVERAINCOAT-OR-L",20
"June 2026","PR-0071","2026-06-04","Ocean Wave Enterprises","Rover Raincoat – Waterproof Dog Raincoat with Hood, Reflective Strip, Leash Opening & 3-Point Velcro for Monsoon Walks","Orange × M","ROVERAINCOAT-OR-M","ST-036-ROVERAINCOAT-OR-M",20
"June 2026","PR-0071","2026-06-04","Ocean Wave Enterprises","Rover Raincoat – Waterproof Dog Raincoat with Hood, Reflective Strip, Leash Opening & 3-Point Velcro for Monsoon Walks","Orange × XL","ROVERAINCOAT-OR-XL","ST-036-ROVERAINCOAT-OR-XL",20
"June 2026","PR-0068","2026-06-03","Agam India","SafePlast Pet Bandage - M (7.5cm)","Default Title","BANDAGE-M","TH-382-BANDAGE-M",24
"June 2026","PR-0068","2026-06-03","Agam India","SafePlast Pet Bandage - M (7.5cm)","Default Title","BANDAGE-S","TH-382-BANDAGE-S",24
"June 2026","PR-0118","2026-06-23","Veritrade Private Limited","SanctiCare Heat Wrap — Reusable Protection for Dogs in Heat | Includes 3 Absorbent Pads","XL","SANCTICAREWRAP-XL","TH-351-SANCTICAREWRAP-XL",5
"June 2026","PR-0117","2026-06-23","Veritrade Private Limited","SanctiCare Heat Wrap — Reusable Protection for Dogs in Heat | Includes 3 Absorbent Pads","L","SANCTICAREWRAP-L","TH-351-SANCTICAREWRAP-L",5
"June 2026","PR-0069","2026-06-03","VERITRADE PRIVATE LIMITED","SanctiCare Heat Wrap — Reusable Protection for Dogs in Heat | Includes 3 Absorbent Pads","L","SANCTICAREWRAP-L","TH-351-SANCTICAREWRAP-L",3
"June 2026","PR-0069","2026-06-03","VERITRADE PRIVATE LIMITED","SanctiCare Heat Wrap — Reusable Protection for Dogs in Heat | Includes 3 Absorbent Pads","XL","SANCTICAREWRAP-XL","TH-351-SANCTICAREWRAP-XL",3
"June 2026","PR-0073","2026-06-08","PATPAT TRADING PRIVATE LIMITED","SlowSwirl Feeder | Healthy Eating | Slows Mealtime | Easy to Use","Default Title","SWIRLFEEDER","TH-130-SWIRLFEEDER",5
"June 2026","PR-0095","2026-06-20","Big Time Enterprises","SpillGuard Bowl | Splash-Free Drinking | Floating Disk","Default Title","SPILLGUARD","TH-083-SPILLGUARD",8
"June 2026","PR-0097","2026-06-20","Kut Kut Pet Care and Accessories Pvt Ltd","StepGuard Pet Boots – Soft Fit, Steady Grip & Daily Paw Protection","L","STEPGUARDBOO-L","TH-219-STEPGUARDBOO-L",2
"June 2026","PR-0097","2026-06-20","Kut Kut Pet Care and Accessories Pvt Ltd","StepGuard Pet Boots – Soft Fit, Steady Grip & Daily Paw Protection","M","STEPGUARDBOO-M","TH-219-STEPGUARDBOO-M",2
"June 2026","PR-0097","2026-06-20","Kut Kut Pet Care and Accessories Pvt Ltd","StepGuard Pet Boots – Soft Fit, Steady Grip & Daily Paw Protection","S","STEPGUARDBOO-S","TH-219-STEPGUARDBOO-S",2
"June 2026","PR-0097","2026-06-20","Kut Kut Pet Care and Accessories Pvt Ltd","StepGuard Pet Boots – Soft Fit, Steady Grip & Daily Paw Protection","XL","STEPGUARDBOO-XL","TH-219-STEPGUARDBOO-XL",2
"June 2026","PR-0097","2026-06-20","Kut Kut Pet Care and Accessories Pvt Ltd","StepGuard Pet Boots – Soft Fit, Steady Grip & Daily Paw Protection","XS","STEPGUARDBOO-XS","TH-219-STEPGUARDBOO-XS",2
"June 2026","PR-0106","2026-06-25","WAGWISE PET SUPPLIES","StillSpring Fountain | Pet Water Fountain for Cats & Small Dogs | Quiet Flow Hydration System","Default Title","STILLSPRING","TH-373-STILLSPRING",5
"June 2026","PR-0111","2026-06-27","Smarty Pet","Tie out cable 20ft","Default Title","TIEOUTCABLE20","TH-300620263-TIEOUTCABLE20",1
"June 2026","PR-0077","2026-06-10","Kut Kut Pet Care and Accessories Pvt Ltd","TreadCore Pet Socks – Anti-Slip Comfort for Safe Paws","L","TREADCORESOCKS-L","TH-228-TREADCORESOCKS-L",5
"June 2026","PR-0111","2026-06-27","Smarty Pet","WiggleWag Pet Toy | Endless Fun for Your Pup","Default Title","WIGGLEWAGTOY","TH-169-WIGGLEWAGTOY",10
"June 2026","PR-0074","2026-06-03","Smarty Pet","WiggleWag Pet Toy | Endless Fun for Your Pup","Default Title","WIGGLEWAGTOY","TH-169-WIGGLEWAGTOY",5
"June 2026","PR-0109","2026-06-29","M/S Zorba International","WildTrail Boots | Winter-Ready, Waterproof & Non-Slip | Built for All Terrains","L","WILD-L","TH-068-WILD-L",20
"June 2026","PR-0109","2026-06-29","M/S Zorba International","WildTrail Boots | Winter-Ready, Waterproof & Non-Slip | Built for All Terrains","M","WILD-M","TH-068-WILD-M",20
"June 2026","PR-0109","2026-06-29","M/S Zorba International","WildTrail Boots | Winter-Ready, Waterproof & Non-Slip | Built for All Terrains","S","WILD-S","TH-068-WILD-S",20
"June 2026","PR-0109","2026-06-29","M/S Zorba International","WildTrail Boots | Winter-Ready, Waterproof & Non-Slip | Built for All Terrains","XL","WILD-XL","TH-068-WILD-XL",20
"June 2026","PR-0109","2026-06-29","M/S Zorba International","WildTrail Boots | Winter-Ready, Waterproof & Non-Slip | Built for All Terrains","XXL","WILD-XXL","TH-068-WILD-XXL",30
"June 2026","PR-0098","2026-06-20","Smarty Pet","ZenLick Dog Food Mat – Slow Feeder & Anxiety Relief Tool","Default Title","LICKMAT","TH-051-LICKMAT",5
"June 2026","PR-0074","2026-06-03","Smarty Pet","ZenLick Dog Food Mat – Slow Feeder & Anxiety Relief Tool","Default Title","LICKMAT","TH-051-LICKMAT",5
"June 2026","PR-0076","2026-06-11","Smarty Pet","Zoomie Boots – Secure Fit with Zipper & Strap | All-Terrain Paw Safety","2XL","ZOOMBOO-2XL","TH-078-ZOOMBOO-2XL",3
"July 2026","PR-0127","2026-07-15","Kut Kut Pet Care and Accessories Pvt Ltd","AirTrek Boots | Protective, Non-Slip Pawwear | All-Weather Comfort","S","AIRTREKBOO-S","ST-010-AIRTREKBOO-S",4
"July 2026","PR-0127","2026-07-15","Kut Kut Pet Care and Accessories Pvt Ltd","AirTrek Boots | Protective, Non-Slip Pawwear | All-Weather Comfort","XL","AIRTREKBOO-XL","ST-010-AIRTREKBOO-XL",4
"July 2026","PR-0122","2026-07-04","Kanha Enterprises","Bopp Tapp","Default Title","TempBopptape 123","TempBopptape 123",1054
"July 2026","PR-0110","2026-07-01","Big Time Enterprises","Dog chew ball","Default Title","DOGCHEWBALL","TH-010720263-DOGCHEWBALL",1
"July 2026","PR-0130","2026-07-14","Kanha Enterprises","DT Roll","Default Title","Temproll 123","Temproll 123",80
"July 2026","PR-0131","2026-07-15","Rajat Aggarwal Collection","FurSwipe Glove | Quick Fur Removal & Fabric-Safe Cleaning for Pets","Default Title","FURSWIPEGLOVE","TH-215-FURSWIPEGLOVE",50
"July 2026","PR-0134","2026-07-18","Smarty Pet","JoyBall – The Ultimate Giggle Toy for Happy, Healthy Dogs!","L","JOYBALL-L","TH-124-JOYBALL-L",20
"July 2026","PR-0134","2026-07-18","Smarty Pet","JoyBall – The Ultimate Giggle Toy for Happy, Healthy Dogs!","S","JOYBALL-S","TH-124-JOYBALL-S",10
"July 2026","PR-0126","2026-07-08","Kut Kut Pet Care and Accessories Pvt Ltd","Love Bug Romper – Denim Outfit for Small Pets","L","ROMPER-L","TH-304-ROMPER-L",3
"July 2026","PR-0126","2026-07-08","Kut Kut Pet Care and Accessories Pvt Ltd","Love Bug Romper – Denim Outfit for Small Pets","M","ROMPER-M","TH-304-ROMPER-M",3
"July 2026","PR-0129","2026-07-11","Smarty Pet","PalmPerfect Gloves - Tilting Heads","Default Title","PPGLO","TH-011-PPGLO",10
"July 2026","PR-0125","2026-07-09","Khadi Pure Gramodyog","Paw Cleanser","Default Title","PAWCLESH","TH-013-PAWCLESH",98
"July 2026","PR-0124","2026-07-11","Mekanshi India Pvt Ltd","Pawveralls Suspender Boots For Dogs | Secure, Flexible & Weather-Ready | For Daily Walks & Outdoor Adventures| All-Terrain","Maroon × 3XL","SUSPENDER-3XL-MAROON","TH-383-SUSPENDER-3XL-MAROON",1
"July 2026","PR-0130","2026-07-14","Kanha Enterprises","Plain Polybag (B)","Default Title","Temppolybag 1234","Temppolybag 1234",1000
"July 2026","PR-0130","2026-07-14","Kanha Enterprises","Plain Polybag (S)","Default Title","Temppolybag 123","Temppolybag 123",10019
"July 2026","PR-0129","2026-07-11","Smarty Pet","PupTidy Poop Bags – Water Resistant Dog Waste Bags for Daily Walks","Default Title","PTBAG","TH-046-PTBAG",10
